x,y,z,tonnage,grade,economic_value,reserve
6,2,6,1000,0.8296,21478.24,-1
6,2,7,1000,0.7217,16085.21,-1
6,2,8,1000,0.5455,7275.18,-1
6,2,9,1000,0.4048,241.78,-1
6,3,0,1000,0.3753,-1233.54,-1
6,3,1,1000,0.5959,9794.2,-1
6,3,2,1000,0.8312,21561.36,-1
6,3,3,1000,0.9894,29469.21,-1
6,3,4,1000,1.1084,35420.51,-1
6,3,5,1000,1.2033,40165.71,-1
6,3,6,1000,1.2027,40134.36,-1
6,3,7,1000,0.9833,29167.01,-1
6,3,8,1000,0.7009,15045.86,-1
6,3,9,1000,0.5023,5117.15,-1
6,4,0,1000,0.406,302.36,-1
6,4,1,1000,0.6527,12632.81,-1
6,4,2,1000,0.9408,27037.74,-1
6,4,3,1000,1.1893,39464.96,-1
6,4,4,1000,1.4313,51565.05,-1
6,4,5,1000,1.5917,59587.18,-1
6,4,6,1000,2.5998,109992.13,1
6,4,7,1000,1.745,67249.71,1
6,4,8,1000,1.3385,46923.29,1
6,4,9,1000,0.5377,6886.34,-1
6,5,0,1000,0.4148,738.2,-1
6,5,1,1000,0.6288,11440.03,-1
6,5,2,1000,0.8935,24676.1,-1
6,5,3,1000,1.21,40500.09,-1
6,5,4,1000,1.5993,59966.81,-1
6,5,5,1000,1.8751,73752.78,-1
6,5,6,1000,1.6598,62988.94,-1
6,5,7,1000,1.217,40847.94,-1
6,5,8,1000,0.8265,21326.67,-1
6,5,9,1000,0.5602,8011.96,-1
6,6,0,1000,0.4143,716.16,-1
6,6,1,1000,0.6034,10169.16,-1
6,6,2,1000,0.8578,22889.17,-1
6,6,3,1000,1.1892,39461.07,-1
6,6,4,1000,1.5607,58034.06,-1
6,6,5,1000,1.7805,69022.59,-1
6,6,6,1000,1.61,60500.45,-1
6,6,7,1000,1.2264,41318.85,-1
6,6,8,1000,0.8592,22959.62,-1
6,6,9,1000,0.5862,9308.21,-1
6,7,0,1000,0.388,-600.95,-1
6,7,1,1000,0.5617,8085.49,-1
6,7,2,1000,0.8051,20254.69,-1
6,7,3,1000,1.0776,33878.2,-1
6,7,4,1000,1.3147,45736.07,-1
6,7,5,1000,1.4179,50897.01,-1
6,7,6,1000,1.325,46249.41,-1
6,7,7,1000,1.0758,33790.31,-1
6,7,8,1000,0.7876,19380.89,-1
6,7,9,1000,0.5509,7543.88,-1
6,8,0,1000,0.3321,-3393.43,-1
6,8,1,1000,0.4802,4010.33,-1
6,8,2,1000,0.6791,13955.24,-1
6,8,3,1000,0.8503,22515.16,-1
6,8,4,1000,0.9587,27935.82,-1
6,8,5,1000,0.9919,29592.95,-1
6,8,6,1000,0.9477,27387.47,-1
6,8,7,1000,0.8107,20535.79,-1
6,8,8,1000,0.6367,11833.25,-1
6,8,9,1000,0.4587,2934.85,-1
6,9,0,1000,0.2453,-7736.99,-1
6,9,1,1000,0.3478,-2609.91,-1
6,9,2,1000,0.468,3398.87,-1
6,9,3,1000,0.5446,7231.86,-1
6,9,4,1000,0.5811,9056.04,-1
6,9,5,1000,0.6052,10257.94,-1
6,9,6,1000,0.5998,9992.02,-1
6,9,7,1000,0.5333,6666.0,-1
6,9,8,1000,0.4464,2320.16,-1
6,9,9,1000,0.3323,-3385.56,-1
7,0,0,1000,0.1717,-11414.7,-1
7,0,1,1000,0.2149,-9256.15,-1
7,0,2,1000,0.271,-6451.69,-1
7,0,3,1000,0.3528,-2358.39,-1
7,0,4,1000,0.4102,507.69,-1
7,0,5,1000,0.3819,-904.98,-1
7,0,6,1000,0.3487,-2564.14,-1
7,0,7,1000,0.3322,-3389.55,-1
7,0,8,1000,0.2827,-5862.54,-1
7,0,9,1000,0.2247,-8763.49,-1
7,1,0,1000,0.2223,-8883.05,-1
7,1,1,1000,0.2944,-5280.76,-1
7,1,2,1000,0.3844,-781.03,-1
7,1,3,1000,0.4954,4772.03,-1
7,1,4,1000,0.568,8399.05,-1
7,1,5,1000,0.5203,6015.36,-1
7,1,6,1000,0.4711,3556.96,-1
7,1,7,1000,0.4391,1956.07,-1
7,1,8,1000,0.3639,-1803.12,-1
7,1,9,1000,0.2837,-5812.96,-1
7,2,0,1000,0.2622,-6887.65,-1
7,2,1,1000,0.391,-450.98,-1
7,2,2,1000,0.5449,7245.25,-1
7,2,3,1000,0.6601,13005.3,-1
7,2,4,1000,0.7254,16269.05,-1
7,2,5,1000,0.7352,16762.42,-1
7,2,6,1000,0.7264,16321.11,-1
7,2,7,1000,0.6449,12245.03,-1
7,2,8,1000,0.5058,5291.15,-1
7,2,9,1000,0.3866,-667.83,-1
7,3,0,1000,0.2966,-5171.69,-1
7,3,1,1000,0.4754,3768.43,-1
7,3,2,1000,0.6993,14965.86,-1
7,3,3,1000,0.8458,22290.14,-1
7,3,4,1000,0.9295,26476.99,-1
7,3,5,1000,1.0017,30086.59,-1
7,3,6,1000,2.0156,80780.89,1
7,3,7,1000,1.3992,49960.95,1
7,3,8,1000,0.6439,12196.48,-1
7,3,9,1000,0.4765,3825.32,-1
7,4,0,1000,0.3212,-3938.78,-1
7,4,1,1000,0.5185,5926.31,-1
7,4,2,1000,0.7814,19071.08,-1
7,4,3,1000,0.9857,29285.71,-1
7,4,4,1000,1.1231,36153.5,-1
7,4,5,1000,2.3585,97924.25,1
7,4,6,1000,1.9878,79392.47,1
7,4,7,1000,1.6972,64859.24,1
7,4,8,1000,1.053,32648.72,1
7,4,9,1000,0.5036,5181.84,-1
7,5,0,1000,0.3276,-3618.26,-1
7,5,1,1000,0.4978,4891.1,-1
7,5,2,1000,0.742,17099.75,-1
7,5,3,1000,0.9907,29535.0,-1
7,5,4,1000,1.1886,39428.46,-1
7,5,5,1000,1.2358,41790.45,-1
7,5,6,1000,1.9835,79174.47,1
7,5,7,1000,1.5167,55836.47,1
7,5,8,1000,1.2999,44993.06,1
7,5,9,1000,0.4997,4984.1,-1
7,6,0,1000,0.3304,-3481.59,-1
7,6,1,1000,0.4811,4054.98,-1
7,6,2,1000,0.7134,15668.14,-1
7,6,3,1000,0.9745,28726.28,-1
7,6,4,1000,1.1806,39029.64,-1
7,6,5,1000,1.21,40498.73,-1
7,6,6,1000,1.0904,34521.8,-1
7,6,7,1000,0.8918,24588.39,-1
7,6,8,1000,0.6949,14745.76,-1
7,6,9,1000,0.5107,5533.97,-1
7,7,0,1000,0.3203,-3986.18,-1
7,7,1,1000,0.4618,3090.17,-1
7,7,2,1000,0.679,13949.76,-1
7,7,3,1000,0.9003,25012.84,-1
7,7,4,1000,1.0507,32535.93,-1
7,7,5,1000,1.0608,33037.74,-1
7,7,6,1000,0.9737,28684.49,-1
7,7,7,1000,0.822,21101.09,-1
7,7,8,1000,0.6548,12737.99,-1
7,7,9,1000,0.488,4398.88,-1
7,8,0,1000,0.303,-4850.27,-1
7,8,1,1000,0.4293,1465.08,-1
7,8,2,1000,0.5982,9909.73,-1
7,8,3,1000,0.7379,16896.88,-1
7,8,4,1000,0.8162,20809.64,-1
7,8,5,1000,0.8254,21270.96,-1
7,8,6,1000,0.786,19299.81,-1
7,8,7,1000,0.6872,14362.42,-1
7,8,8,1000,0.5679,8393.67,-1
7,8,9,1000,0.4271,1352.52,-1
7,9,0,1000,0.2415,-7926.53,-1
7,9,1,1000,0.3319,-3404.26,-1
7,9,2,1000,0.4304,1518.83,-1
7,9,3,1000,0.4927,4636.08,-1
7,9,4,1000,0.5233,6166.39,-1
7,9,5,1000,0.5466,7330.9,-1
7,9,6,1000,0.5456,7280.89,-1
7,9,7,1000,0.4919,4597.04,-1
7,9,8,1000,0.4244,1218.67,-1
7,9,9,1000,0.3259,-3705.58,-1
8,0,0,1000,0.1447,-12766.06,-1
8,0,1,1000,0.1862,-10690.3,-1
8,0,2,1000,0.2506,-7468.5,-1
8,0,3,1000,0.3104,-4478.67,-1
8,0,4,1000,0.3415,-2926.86,-1
8,0,5,1000,0.3335,-3326.71,-1
8,0,6,1000,0.3111,-4444.2,-1
8,0,7,1000,0.2858,-5712.15,-1
8,0,8,1000,0.2519,-7407.01,-1
8,0,9,1000,0.2033,-9836.53,-1
8,1,0,1000,0.1789,-11055.71,-1
8,1,1,1000,0.2374,-8130.8,-1
8,1,2,1000,0.3249,-3755.57,-1
8,1,3,1000,0.4061,305.25,-1
8,1,4,1000,0.4514,2570.6,-1
8,1,5,1000,0.4505,2526.04,-1
8,1,6,1000,0.4285,1423.77,-1
8,1,7,1000,0.3908,-459.74,-1
8,1,8,1000,0.3366,-3170.14,-1
8,1,9,1000,0.2685,-6577.31,-1
8,2,0,1000,0.2018,-9910.64,-1
8,2,1,1000,0.2884,-5577.53,-1
8,2,2,1000,0.4237,1187.01,-1
8,2,3,1000,0.5364,6820.45,-1
8,2,4,1000,0.5957,9784.75,-1
8,2,5,1000,0.6172,10859.76,-1
8,2,6,1000,0.6182,10907.78,-1
8,2,7,1000,0.5587,7935.91,-1
8,2,8,1000,0.4386,1931.67,-1
8,2,9,1000,0.337,-3150.0,-1
8,3,0,1000,0.239,-8051.73,-1
8,3,1,1000,0.3537,-2313.35,-1
8,3,2,1000,0.5313,6563.05,-1
8,3,3,1000,0.6804,14017.54,-1
8,3,4,1000,0.7616,18081.54,-1
8,3,5,1000,0.7947,19737.16,-1
8,3,6,1000,0.8036,20178.06,-1
8,3,7,1000,0.714,15702.23,-1
8,3,8,1000,0.5273,6366.7,-1
8,3,9,1000,0.3914,-432.46,-1
8,4,0,1000,0.2719,-6404.35,-1
8,4,1,1000,0.4021,106.41,-1
8,4,2,1000,0.6034,10169.58,-1
8,4,3,1000,0.7862,19308.83,-1
8,4,4,1000,0.8926,24630.55,-1
8,4,5,1000,0.9075,25374.24,-1
8,4,6,1000,1.6355,61776.32,1
8,4,7,1000,1.4058,50289.1,1
8,4,8,1000,1.1277,36384.75,1
8,4,9,1000,0.4183,916.36,-1
8,5,0,1000,0.2721,-6393.97,-1
8,5,1,1000,0.3963,-187.38,-1
8,5,2,1000,0.6128,10641.59,-1
8,5,3,1000,0.8277,21384.26,-1
8,5,4,1000,0.9517,27587.27,-1
8,5,5,1000,0.9103,25515.51,-1
8,5,6,1000,0.8017,20084.83,-1
8,5,7,1000,0.6743,13715.03,-1
8,5,8,1000,0.5468,7338.64,-1
8,5,9,1000,0.423,1150.67,-1
8,6,0,1000,0.2736,-6321.22,-1
8,6,1,1000,0.3865,-676.85,-1
8,6,2,1000,0.5829,9143.82,-1
8,6,3,1000,0.7844,19221.42,-1
8,6,4,1000,0.9049,25246.81,-1
8,6,5,1000,0.8594,22969.59,-1
8,6,6,1000,0.7289,16446.53,-1
8,6,7,1000,0.6081,10406.72,-1
8,6,8,1000,0.5389,6943.29,-1
8,6,9,1000,0.4362,1809.82,-1
8,7,0,1000,0.2746,-6272.35,-1
8,7,1,1000,0.3759,-1206.92,-1
8,7,2,1000,0.5309,6546.39,-1
8,7,3,1000,0.685,14252.49,-1
8,7,4,1000,0.7774,18868.81,-1
8,7,5,1000,0.7521,17607.34,-1
8,7,6,1000,0.6602,13012.15,-1
8,7,7,1000,0.5644,8221.75,-1
8,7,8,1000,0.5073,5364.37,-1
8,7,9,1000,0.4149,746.9,-1
8,8,0,1000,0.2561,-7197.35,-1
8,8,1,1000,0.3418,-2911.89,-1
8,8,2,1000,0.4641,3203.99,-1
8,8,3,1000,0.5696,8481.81,-1
8,8,4,1000,0.6212,11059.44,-1
8,8,5,1000,0.6141,10703.89,-1
8,8,6,1000,0.5777,8887.5,-1
8,8,7,1000,0.5132,5660.82,-1
8,8,8,1000,0.4418,2089.13,-1
8,8,9,1000,0.3471,-2646.22,-1
8,9,0,1000,0.2056,-9718.74,-1
8,9,1,1000,0.2665,-6673.81,-1
8,9,2,1000,0.3478,-2611.23,-1
8,9,3,1000,0.4079,393.2,-1
8,9,4,1000,0.4317,1583.39,-1
8,9,5,1000,0.4438,2189.21,-1
8,9,6,1000,0.4447,2236.69,-1
8,9,7,1000,0.408,401.72,-1
8,9,8,1000,0.3492,-2538.86,-1
8,9,9,1000,0.2713,-6436.45,-1
9,0,0,1000,0.1233,-13833.16,-1
9,0,1,1000,0.1558,-12209.72,-1
9,0,2,1000,0.1993,-10033.82,-1
9,0,3,1000,0.2289,-8556.27,-1
9,0,4,1000,0.2435,-7824.69,-1
9,0,5,1000,0.2581,-7093.03,-1
9,0,6,1000,0.2516,-7422.07,-1
9,0,7,1000,0.2257,-8713.44,-1
9,0,8,1000,0.2031,-9846.05,-1
9,0,9,1000,0.1654,-11732.49,-1
9,1,0,1000,0.1492,-12539.02,-1
9,1,1,1000,0.19,-10501.89,-1
9,1,2,1000,0.2417,-7915.74,-1
9,1,3,1000,0.2815,-5927.49,-1
9,1,4,1000,0.3071,-4646.51,-1
9,1,5,1000,0.3388,-3059.75,-1
9,1,6,1000,0.3405,-2976.96,-1
9,1,7,1000,0.3079,-4604.92,-1
9,1,8,1000,0.2736,-6322.17,-1
9,1,9,1000,0.2229,-8857.13,-1
9,2,0,1000,0.1717,-11416.84,-1
9,2,1,1000,0.2241,-8794.96,-1
9,2,2,1000,0.3016,-4919.64,-1
9,2,3,1000,0.3743,-1283.04,-1
9,2,4,1000,0.4164,818.58,-1
9,2,5,1000,0.4368,1840.56,-1
9,2,6,1000,0.4442,2207.79,-1
9,2,7,1000,0.4109,547.31,-1
9,2,8,1000,0.3308,-3460.52,-1
9,2,9,1000,0.2609,-6953.52,-1
9,3,0,1000,0.2137,-9313.42,-1
9,3,1,1000,0.2807,-5966.66,-1
9,3,2,1000,0.3744,-1278.14,-1
9,3,3,1000,0.4734,3668.0,-1
9,3,4,1000,0.5308,6539.8,-1
9,3,5,1000,0.5308,6539.66,-1
9,3,6,1000,0.5331,6655.31,-1
9,3,7,1000,0.4948,4739.94,-1
9,3,8,1000,0.3745,-1273.53,-1
9,3,9,1000,0.287,-5650.02,-1
9,4,0,1000,0.2477,-7615.53,-1
9,4,1,1000,0.326,-3701.65,-1
9,4,2,1000,0.4292,1461.23,-1
9,4,3,1000,0.5424,7120.97,-1
9,4,4,1000,0.6122,10608.75,-1
9,4,5,1000,0.6033,10166.82,-1
9,4,6,1000,0.5871,9354.77,-1
9,4,7,1000,0.5333,6664.32,-1
9,4,8,1000,0.4041,202.65,-1
9,4,9,1000,0.308,-4600.54,-1
9,5,0,1000,0.2388,-8058.12,-1
9,5,1,1000,0.321,-3949.99,-1
9,5,2,1000,0.4546,2728.71,-1
9,5,3,1000,0.5901,9504.44,-1
9,5,4,1000,0.6718,13587.96,-1
9,5,5,1000,0.6627,13134.7,-1
9,5,6,1000,0.597,9850.98,-1
9,5,7,1000,0.509,5447.55,-1
9,5,8,1000,0.4073,362.7,-1
9,5,9,1000,0.3169,-4156.22,-1
9,6,0,1000,0.2352,-8237.76,-1
9,6,1,1000,0.3112,-4437.81,-1
9,6,2,1000,0.4287,1435.94,-1
9,6,3,1000,0.5473,7367.25,-1
9,6,4,1000,0.6293,11466.35,-1
9,6,5,1000,0.6475,12377.39,-1
9,6,6,1000,0.5758,8792.17,-1
9,6,7,1000,0.478,3901.48,-1
9,6,8,1000,0.4105,522.81,-1
9,6,9,1000,0.3317,-3415.23,-1
9,7,0,1000,0.2377,-8115.62,-1
9,7,1,1000,0.3027,-4866.82,-1
9,7,2,1000,0.3801,-994.08,-1
9,7,3,1000,0.4621,3106.79,-1
9,7,4,1000,0.5275,6376.64,-1
9,7,5,1000,0.5568,7841.02,-1
9,7,6,1000,0.5108,5541.28,-1
9,7,7,1000,0.4338,1688.48,-1
9,7,8,1000,0.3836,-818.7,-1
9,7,9,1000,0.3161,-4196.51,-1
9,8,0,1000,0.2062,-9687.51,-1
9,8,1,1000,0.2586,-7067.64,-1
9,8,2,1000,0.3332,-3339.99,-1
9,8,3,1000,0.4009,43.66,-1
9,8,4,1000,0.4351,1753.52,-1
9,8,5,1000,0.4409,2046.12,-1
9,8,6,1000,0.4222,1108.22,-1
9,8,7,1000,0.3772,-1137.88,-1
9,8,8,1000,0.3208,-3958.34,-1
9,8,9,1000,0.2536,-7319.58,-1
9,9,0,1000,0.1595,-12023.45,-1
9,9,1,1000,0.1967,-10167.12,-1
9,9,2,1000,0.2596,-7021.86,-1
9,9,3,1000,0.3097,-4514.91,-1
9,9,4,1000,0.3245,-3776.98,-1
9,9,5,1000,0.3262,-3687.62,-1
9,9,6,1000,0.3273,-3634.22,-1
9,9,7,1000,0.305,-4750.39,-1
9,9,8,1000,0.2579,-7107.05,-1
9,9,9,1000,0.2011,-9947.06,-1
