x,y,z,tonnage,grade,economic_value
5,16,1,1000,0.3253,-3735.27
5,16,2,1000,0.3515,-2423.4
5,16,3,1000,0.4286,1429.37
5,16,4,1000,0.5206,6032.33
5,16,5,1000,0.5643,8216.48
5,16,6,1000,0.5751,8756.47
5,16,7,1000,0.623,11148.33
5,16,8,1000,0.6873,14364.99
5,16,9,1000,0.7126,15630.54
5,16,10,1000,0.702,15101.35
5,16,11,1000,0.7274,16370.53
5,16,12,1000,0.8327,21635.1
5,16,13,1000,0.8939,24693.24
5,16,14,1000,0.9186,25929.43
5,16,15,1000,0.8769,23843.33
5,16,16,1000,0.8234,21171.42
5,16,17,1000,0.7198,15988.99
5,16,18,1000,0.6109,10545.08
5,16,19,1000,0.5556,7782.48
5,16,20,1000,0.488,4401.14
5,16,21,1000,0.4517,2586.36
5,16,22,1000,0.449,2450.17
5,16,23,1000,0.4261,1306.78
5,16,24,1000,0.3427,-2866.55
5,17,0,1000,0.3001,-4996.78
5,17,1,1000,0.3263,-3683.17
5,17,2,1000,0.3419,-2906.98
5,17,3,1000,0.398,-101.07
5,17,4,1000,0.476,3798.07
5,17,5,1000,0.5339,6695.15
5,17,6,1000,0.5767,8837.39
5,17,7,1000,0.6403,12014.06
5,17,8,1000,0.6963,14814.69
5,17,9,1000,0.6972,14859.67
5,17,10,1000,0.6807,14037.37
5,17,11,1000,0.7113,15566.71
5,17,12,1000,0.8281,21407.42
5,17,13,1000,0.8925,24625.0
5,17,14,1000,0.8841,24206.74
5,17,15,1000,0.7794,18970.68
5,17,16,1000,0.7016,15078.12
5,17,17,1000,0.6279,11392.6
5,17,18,1000,0.5833,9165.21
5,17,19,1000,0.545,7250.43
5,17,20,1000,0.5019,5092.62
5,17,21,1000,0.4744,3719.12
5,17,22,1000,0.4495,2472.59
5,17,23,1000,0.3987,-65.82
5,17,24,1000,0.3085,-4576.04
5,18,0,1000,0.2826,-5872.03
5,18,1,1000,0.3147,-4266.09
5,18,2,1000,0.3184,-4082.44
5,18,3,1000,0.349,-2552.02
5,18,4,1000,0.4071,355.14
5,18,5,1000,0.474,3697.55
5,18,6,1000,0.549,7449.99
5,18,7,1000,0.6372,11858.28
5,18,8,1000,0.7308,16539.81
5,18,9,1000,0.7421,17103.44
5,18,10,1000,0.7149,15747.42
5,18,11,1000,0.682,14097.89
5,18,12,1000,0.7472,17358.0
5,18,13,1000,0.8163,20812.81
5,18,14,1000,0.8422,22108.28
5,18,15,1000,0.7397,16984.8
5,18,16,1000,0.6361,11804.23
5,18,17,1000,0.5689,8443.53
5,18,18,1000,0.5675,8373.12
5,18,19,1000,0.5428,7138.2
5,18,20,1000,0.5108,5540.25
5,18,21,1000,0.4676,3378.9
5,18,22,1000,0.4128,639.03
5,18,23,1000,0.3383,-3087.49
5,18,24,1000,0.256,-7201.47
5,19,0,1000,0.2586,-7070.18
5,19,1,1000,0.2859,-5706.97
5,19,2,1000,0.2772,-6139.75
5,19,3,1000,0.2946,-5270.08
5,19,4,1000,0.3431,-2843.99
5,19,5,1000,0.4078,390.27
5,19,6,1000,0.4818,4089.69
5,19,7,1000,0.5657,8283.11
5,19,8,1000,0.6677,13385.3
5,19,9,1000,0.6877,14382.69
5,19,10,1000,0.6592,12957.61
5,19,11,1000,0.6101,10504.31
5,19,12,1000,0.6535,12674.93
5,19,13,1000,0.7188,15940.11
5,19,14,1000,0.7774,18868.34
5,19,15,1000,0.7158,15789.23
5,19,16,1000,0.6188,10938.06
5,19,17,1000,0.5326,6630.94
5,19,18,1000,0.5075,5372.55
5,19,19,1000,0.4845,4225.66
5,19,20,1000,0.4529,2643.3
5,19,21,1000,0.4028,138.47
5,19,22,1000,0.349,-2547.68
5,19,23,1000,0.2919,-5406.62
5,19,24,1000,0.242,-7897.85
5,20,0,1000,0.2499,-7503.12
5,20,1,1000,0.2698,-6509.8
5,20,2,1000,0.2473,-7632.61
5,20,3,1000,0.2495,-7525.98
5,20,4,1000,0.2882,-5589.09
5,20,5,1000,0.3569,-2154.85
5,20,6,1000,0.424,1198.05
5,20,7,1000,0.4791,3955.54
5,20,8,1000,0.5415,7076.23
5,20,9,1000,0.5674,8369.89
5,20,10,1000,0.5688,8439.44
5,20,11,1000,0.5501,7502.84
5,20,12,1000,0.5634,8171.51
5,20,13,1000,0.5939,9695.63
5,20,14,1000,0.6686,13430.71
5,20,15,1000,0.6729,13647.03
5,20,16,1000,0.6001,10005.97
5,20,17,1000,0.5009,5046.17
5,20,18,1000,0.4526,2628.55
5,20,19,1000,0.4377,1885.36
5,20,20,1000,0.4016,77.59
5,20,21,1000,0.3399,-3002.69
5,20,22,1000,0.2981,-5092.76
5,20,23,1000,0.2721,-6394.13
5,20,24,1000,0.2587,-7066.3
5,21,0,1000,0.2357,-8216.86
5,21,1,1000,0.2555,-7227.05
5,21,2,1000,0.2485,-7576.84
5,21,3,1000,0.251,-7449.61
5,21,4,1000,0.2811,-5943.27
5,21,5,1000,0.3527,-2364.51
5,21,6,1000,0.4107,533.96
5,21,7,1000,0.4298,1490.32
5,21,8,1000,0.4277,1385.66
5,21,9,1000,0.4547,2732.84
5,21,10,1000,0.5,5000.69
5,21,11,1000,0.5232,6159.51
5,21,12,1000,0.4952,4761.17
5,21,13,1000,0.4746,3731.5
5,21,14,1000,0.5194,5969.22
5,21,15,1000,0.556,7801.99
5,21,16,1000,0.5111,5552.97
5,21,17,1000,0.4346,1730.36
5,21,18,1000,0.4073,366.41
5,21,19,1000,0.4106,529.66
5,21,20,1000,0.3841,-792.58
5,21,21,1000,0.3314,-3431.09
5,21,22,1000,0.3051,-4745.18
5,21,23,1000,0.2866,-5668.33
5,21,24,1000,0.2639,-6806.62
5,22,0,1000,0.1993,-10036.27
5,22,1,1000,0.2223,-8882.72
5,22,2,1000,0.241,-7948.14
5,22,3,1000,0.2557,-7212.71
5,22,4,1000,0.2822,-5891.18
5,22,5,1000,0.345,-2750.5
5,22,6,1000,0.3939,-302.6
5,22,7,1000,0.404,199.49
5,22,8,1000,0.3867,-665.09
5,22,9,1000,0.4097,485.14
5,22,10,1000,0.4592,2959.7
5,22,11,1000,0.4838,4190.74
5,22,12,1000,0.4458,2287.85
5,22,13,1000,0.4148,741.95
5,22,14,1000,0.4263,1316.69
5,22,15,1000,0.4417,2086.22
5,22,16,1000,0.4062,308.82
5,22,17,1000,0.3552,-2239.25
5,22,18,1000,0.3519,-2405.28
5,22,19,1000,0.3631,-1842.7
5,22,20,1000,0.3552,-2239.17
5,22,21,1000,0.3291,-3543.66
5,22,22,1000,0.3113,-4433.55
5,22,23,1000,0.281,-5952.45
5,22,24,1000,0.2312,-8441.69
5,23,0,1000,0.1714,-11429.18
5,23,1,1000,0.1977,-10114.97
5,23,2,1000,0.2266,-8670.28
5,23,3,1000,0.2436,-7819.31
5,23,4,1000,0.2635,-6823.38
5,23,5,1000,0.3105,-4474.46
5,23,6,1000,0.3514,-2431.8
5,23,7,1000,0.3649,-1754.34
5,23,8,1000,0.3649,-1752.85
5,23,9,1000,0.3948,-257.67
5,23,10,1000,0.4371,1857.43
5,23,11,1000,0.4499,2493.02
5,23,12,1000,0.4168,839.72
5,23,13,1000,0.3958,-210.27
5,23,14,1000,0.378,-1100.7
5,23,15,1000,0.3582,-2091.21
5,23,16,1000,0.3299,-3503.13
5,23,17,1000,0.2968,-5157.65
5,23,18,1000,0.2987,-5063.44
5,23,19,1000,0.3076,-4619.03
5,23,20,1000,0.3123,-4385.17
5,23,21,1000,0.3103,-4482.82
5,23,22,1000,0.2992,-5040.76
5,23,23,1000,0.264,-6802.16
5,23,24,1000,0.2027,-9866.51
5,24,0,1000,0.1738,-11308.8
5,24,1,1000,0.202,-9897.68
5,24,2,1000,0.2192,-9040.18
5,24,3,1000,0.2244,-8782.13
5,24,4,1000,0.2334,-8329.5
5,24,5,1000,0.2556,-7220.93
5,24,6,1000,0.2855,-5725.43
5,24,7,1000,0.3052,-4739.9
5,24,8,1000,0.3286,-3571.95
5,24,9,1000,0.3679,-1602.93
5,24,10,1000,0.4029,145.7
5,24,11,1000,0.4083,414.71
5,24,12,1000,0.3912,-439.41
5,24,13,1000,0.3886,-568.69
5,24,14,1000,0.3566,-2169.41
5,24,15,1000,0.3143,-4282.63
5,24,16,1000,0.2968,-5161.52
5,24,17,1000,0.2724,-6380.0
5,24,18,1000,0.2604,-6979.16
5,24,19,1000,0.2595,-7027.22
5,24,20,1000,0.2615,-6924.97
5,24,21,1000,0.2652,-6738.34
5,24,22,1000,0.259,-7051.9
5,24,23,1000,0.2351,-8246.57
5,24,24,1000,0.1893,-10535.54
6,0,0,1000,0.159,-12048.21
6,0,1,1000,0.166,-11700.41
6,0,2,1000,0.1715,-11424.07
6,0,3,1000,0.205,-9750.01
6,0,4,1000,0.2421,-7895.01
6,0,5,1000,0.2532,-7342.13
6,0,6,1000,0.2706,-6471.08
6,0,7,1000,0.3053,-4736.44
6,0,8,1000,0.3121,-4393.55
6,0,9,1000,0.3141,-4293.63
6,0,10,1000,0.3355,-3225.77
6,0,11,1000,0.3461,-2696.33
6,0,12,1000,0.3462,-2688.36
6,0,13,1000,0.3492,-2539.85
6,0,14,1000,0.3431,-2845.78
6,0,15,1000,0.3341,-3293.78
6,0,16,1000,0.329,-3550.19
6,0,17,1000,0.3296,-3521.7
6,0,18,1000,0.3057,-4714.22
6,0,19,1000,0.267,-6652.21
6,0,20,1000,0.2552,-7240.56
6,0,21,1000,0.2531,-7342.51
6,0,22,1000,0.2181,-9096.65
6,0,23,1000,0.1759,-11202.68
6,0,24,1000,0.1598,-12009.55
6,1,0,1000,0.1822,-10892.03
6,1,1,1000,0.1974,-10128.4
6,1,2,1000,0.2071,-9646.43
6,1,3,1000,0.2369,-8157.12
6,1,4,1000,0.2676,-6618.58
6,1,5,1000,0.2677,-6615.54
6,1,6,1000,0.2829,-5854.87
6,1,7,1000,0.3194,-4027.92
6,1,8,1000,0.3279,-3603.77
6,1,9,1000,0.334,-3301.0
6,1,10,1000,0.3608,-1960.8
6,1,11,1000,0.3776,-1119.99
6,1,12,1000,0.3769,-1156.25
6,1,13,1000,0.3765,-1175.29
6,1,14,1000,0.3752,-1238.6
6,1,15,1000,0.3802,-992.4
6,1,16,1000,0.3803,-986.77
6,1,17,1000,0.3781,-1097.01
6,1,18,1000,0.3462,-2690.73
6,1,19,1000,0.3045,-4775.49
6,1,20,1000,0.2815,-5927.21
6,1,21,1000,0.2624,-6877.55
6,1,22,1000,0.2237,-8814.04
6,1,23,1000,0.1817,-10916.97
6,1,24,1000,0.1655,-11726.44
6,2,0,1000,0.2056,-9718.79
6,2,1,1000,0.2445,-7773.08
6,2,2,1000,0.2653,-6735.65
6,2,3,1000,0.271,-6450.84
6,2,4,1000,0.2795,-6025.72
6,2,5,1000,0.2946,-5267.92
6,2,6,1000,0.3352,-3240.37
6,2,7,1000,0.3707,-1466.4
6,2,8,1000,0.3808,-959.16
6,2,9,1000,0.3992,-41.06
6,2,10,1000,0.4367,1837.2
6,2,11,1000,0.4495,2473.43
6,2,12,1000,0.4246,1228.5
6,2,13,1000,0.4067,334.99
6,2,14,1000,0.3835,-827.18
6,2,15,1000,0.3964,-180.52
6,2,16,1000,0.4144,721.59
6,2,17,1000,0.4143,715.34
6,2,18,1000,0.3771,-1145.75
6,2,19,1000,0.343,-2852.21
6,2,20,1000,0.3109,-4455.24
6,2,21,1000,0.2727,-6366.34
6,2,22,1000,0.238,-8098.79
6,2,23,1000,0.2019,-9904.95
6,2,24,1000,0.1813,-10935.26
6,3,0,1000,0.2214,-8931.11
6,3,1,1000,0.2758,-6209.75
6,3,2,1000,0.307,-4652.33
6,3,3,1000,0.3016,-4919.83
6,3,4,1000,0.2992,-5041.32
6,3,5,1000,0.3267,-3664.37
6,3,6,1000,0.3865,-677.15
6,3,7,1000,0.424,1200.97
6,3,8,1000,0.4334,1668.23
6,3,9,1000,0.4582,2910.32
6,3,10,1000,0.5079,5395.08
6,3,11,1000,0.5443,7217.15
6,3,12,1000,0.5267,6334.83
6,3,13,1000,0.4985,4926.41
6,3,14,1000,0.4537,2685.94
6,3,15,1000,0.464,3199.41
6,3,16,1000,0.4905,4526.44
6,3,17,1000,0.4775,3875.84
6,3,18,1000,0.4177,886.25
6,3,19,1000,0.3826,-869.04
6,3,20,1000,0.3559,-2202.59
6,3,21,1000,0.3238,-3807.93
6,3,22,1000,0.2909,-5456.51
6,3,23,1000,0.2515,-7426.72
6,3,24,1000,0.2221,-8893.36
6,4,0,1000,0.2333,-8336.3
6,4,1,1000,0.2885,-5573.74
6,4,2,1000,0.322,-3898.16
6,4,3,1000,0.321,-3949.68
6,4,4,1000,0.3214,-3930.5
6,4,5,1000,0.3464,-2681.12
6,4,6,1000,0.4058,292.35
6,4,7,1000,0.4472,2359.54
6,4,8,1000,0.4585,2925.81
6,4,9,1000,0.4845,4223.95
6,4,10,1000,0.5415,7073.09
6,4,11,1000,0.6204,11019.29
6,4,12,1000,0.6378,11891.0
6,4,13,1000,0.6089,10442.9
6,4,14,1000,0.5654,8269.42
6,4,15,1000,0.5777,8884.6
6,4,16,1000,0.5971,9857.45
6,4,17,1000,0.5641,8203.31
6,4,18,1000,0.4804,4019.86
6,4,19,1000,0.4344,1720.74
6,4,20,1000,0.4094,472.41
6,4,21,1000,0.3837,-814.75
6,4,22,1000,0.3445,-2777.38
6,4,23,1000,0.2984,-5078.28
6,4,24,1000,0.2664,-6682.1
6,5,0,1000,0.248,-7598.18
6,5,1,1000,0.2879,-5605.43
6,5,2,1000,0.3137,-4316.01
6,5,3,1000,0.3285,-3573.58
6,5,4,1000,0.348,-2598.51
6,5,5,1000,0.3822,-888.61
6,5,6,1000,0.4379,1893.35
6,5,7,1000,0.4845,4223.33
6,5,8,1000,0.5121,5606.84
6,5,9,1000,0.5412,7060.32
6,5,10,1000,0.5896,9477.71
6,5,11,1000,0.6718,13591.08
6,5,12,1000,0.6975,14874.67
6,5,13,1000,0.6664,13319.48
6,5,14,1000,0.6484,12420.11
6,5,15,1000,0.6665,13322.74
6,5,16,1000,0.6566,12830.76
6,5,17,1000,0.6246,11230.24
6,5,18,1000,0.5627,8137.12
6,5,19,1000,0.5042,5210.98
6,5,20,1000,0.4604,3019.7
6,5,21,1000,0.4166,832.45
6,5,22,1000,0.3617,-1916.1
6,5,23,1000,0.3146,-4271.69
6,5,24,1000,0.2917,-5412.61
6,6,0,1000,0.2766,-6170.62
6,6,1,1000,0.3123,-4384.13
6,6,2,1000,0.3466,-2670.27
6,6,3,1000,0.3821,-893.49
6,6,4,1000,0.4209,1047.22
6,6,5,1000,0.4697,3485.09
6,6,6,1000,0.5314,6569.14
6,6,7,1000,0.5886,9427.82
6,6,8,1000,0.6296,11479.96
6,6,9,1000,0.6631,13153.19
6,6,10,1000,0.7059,15295.64
6,6,11,1000,0.7543,17714.94
6,6,12,1000,0.7491,17457.18
6,6,13,1000,0.7116,15581.81
6,6,14,1000,0.7011,15053.59
6,6,15,1000,0.713,15649.3
6,6,16,1000,0.6814,14071.29
6,6,17,1000,0.6553,12763.5
6,6,18,1000,0.6143,10713.22
6,6,19,1000,0.5469,7344.72
6,6,20,1000,0.4951,4757.23
6,6,21,1000,0.4471,2356.25
6,6,22,1000,0.3815,-922.52
6,6,23,1000,0.3261,-3697.28
6,6,24,1000,0.2974,-5129.9
6,7,0,1000,0.3086,-4571.8
6,7,1,1000,0.3559,-2206.57
6,7,2,1000,0.4135,675.07
6,7,3,1000,0.4646,3232.44
6,7,4,1000,0.5109,5545.22
6,7,5,1000,0.5645,8223.83
6,7,6,1000,0.6359,11794.06
6,7,7,1000,0.7055,15277.4
6,7,8,1000,0.7535,17676.44
6,7,9,1000,0.7896,19482.38
6,7,10,1000,0.8339,21697.12
6,7,11,1000,0.8657,23284.99
6,7,12,1000,0.8542,22707.99
6,7,13,1000,0.8227,21137.1
6,7,14,1000,0.7947,19734.02
6,7,15,1000,0.7793,18964.02
6,7,16,1000,0.7398,16990.56
6,7,17,1000,0.6942,14712.13
6,7,18,1000,0.6344,11722.22
6,7,19,1000,0.5661,8303.73
6,7,20,1000,0.5339,6693.81
6,7,21,1000,0.5067,5335.56
6,7,22,1000,0.4359,1794.57
6,7,23,1000,0.3601,-1993.64
6,7,24,1000,0.3069,-4655.28
6,8,0,1000,0.3321,-3393.43
6,8,1,1000,0.3958,-208.62
6,8,2,1000,0.4741,3704.2
6,8,3,1000,0.5257,6286.37
6,8,4,1000,0.5639,8196.65
6,8,5,1000,0.6146,10728.8
6,8,6,1000,0.6945,14724.61
6,8,7,1000,0.7756,18781.35
6,8,8,1000,0.8492,22461.52
6,8,9,1000,0.8842,24209.34
6,8,10,1000,0.8989,24946.59
6,8,11,1000,0.8941,24703.67
6,8,12,1000,0.9427,27134.84
6,8,13,1000,0.9859,29294.26
6,8,14,1000,0.9464,27320.73
6,8,15,1000,0.8569,22847.49
6,8,16,1000,0.8103,20516.37
6,8,17,1000,0.7178,15890.36
6,8,18,1000,0.6304,11517.87
6,8,19,1000,0.5967,9835.42
6,8,20,1000,0.6043,10215.89
6,8,21,1000,0.5748,8741.83
6,8,22,1000,0.4857,4284.99
6,8,23,1000,0.382,-899.84
6,8,24,1000,0.3043,-4782.8
6,9,0,1000,0.3211,-3943.29
6,9,1,1000,0.3888,-562.16
6,9,2,1000,0.4614,3071.91
6,9,3,1000,0.4968,4839.23
6,9,4,1000,0.5236,6178.8
6,9,5,1000,0.5846,9230.0
6,9,6,1000,0.6785,13926.7
6,9,7,1000,0.7645,18223.99
6,9,8,1000,0.8605,23024.45
6,9,9,1000,0.8948,24740.83
6,9,10,1000,0.881,24052.1
6,9,11,1000,0.8442,22209.67
6,9,12,1000,0.946,27297.59
6,9,13,1000,1.0567,32833.18
6,9,14,1000,1.0413,32063.29
6,9,15,1000,0.9238,26187.57
6,9,16,1000,0.8751,23754.35
6,9,17,1000,0.7614,18069.74
6,9,18,1000,0.6733,13665.29
6,9,19,1000,0.6676,13380.01
6,9,20,1000,0.6732,13661.28
6,9,21,1000,0.5938,9689.72
6,9,22,1000,0.4831,4156.74
6,9,23,1000,0.3811,-943.6
6,9,24,1000,0.3241,-3793.73
6,10,0,1000,0.3019,-4906.92
6,10,1,1000,0.3665,-1674.96
6,10,2,1000,0.4363,1814.83
6,10,3,1000,0.467,3349.65
6,10,4,1000,0.4941,4702.89
6,10,5,1000,0.579,8950.48
6,10,6,1000,0.6925,14622.82
6,10,7,1000,0.7804,19021.13
6,10,8,1000,0.8761,23804.8
6,10,9,1000,0.9173,25864.58
6,10,10,1000,0.9125,25624.63
6,10,11,1000,0.8699,23495.67
6,10,12,1000,0.9586,27930.76
6,10,13,1000,1.0675,33374.32
6,10,14,1000,1.0607,33037.16
6,10,15,1000,0.9564,27820.09
6,10,16,1000,0.9094,25472.11
6,10,17,1000,0.8106,20530.18
6,10,18,1000,0.7426,17132.14
6,10,19,1000,0.7364,16821.56
6,10,20,1000,0.7159,15795.65
6,10,21,1000,0.5957,9783.87
6,10,22,1000,0.4734,3671.29
6,10,23,1000,0.3859,-707.08
6,10,24,1000,0.3568,-2157.52
6,11,0,1000,0.2863,-5682.99
6,11,1,1000,0.3461,-2695.44
6,11,2,1000,0.444,2201.41
6,11,3,1000,0.49,4501.55
6,11,4,1000,0.518,5901.64
6,11,5,1000,0.6359,11797.28
6,11,6,1000,0.7749,18745.93
6,11,7,1000,0.8477,22382.69
6,11,8,1000,0.8978,24889.0
6,11,9,1000,0.986,29298.29
6,11,10,1000,1.0879,34395.69
6,11,11,1000,1.1404,37019.59
6,11,12,1000,1.15,37498.28
6,11,13,1000,1.154,37701.27
6,11,14,1000,1.0479,32393.8
6,11,15,1000,0.9472,27357.8
6,11,16,1000,0.9224,26118.12
6,11,17,1000,0.8621,23103.13
6,11,18,1000,0.8257,21285.27
6,11,19,1000,0.8177,20883.79
6,11,20,1000,0.7817,19083.65
6,11,21,1000,0.6355,11774.19
6,11,22,1000,0.4991,4953.63
6,11,23,1000,0.4194,967.89
6,11,24,1000,0.3932,-338.21
6,12,0,1000,0.3279,-3606.64
6,12,1,1000,0.3829,-854.57
6,12,2,1000,0.4869,4347.05
6,12,3,1000,0.5381,6904.1
6,12,4,1000,0.5609,8045.28
6,12,5,1000,0.6677,13385.27
6,12,6,1000,0.7985,19924.35
6,12,7,1000,0.8512,22558.47
6,12,8,1000,0.8606,23028.6
6,12,9,1000,0.9946,29730.82
6,12,10,1000,1.1937,39684.76
6,12,11,1000,1.3316,46582.43
6,12,12,1000,1.261,43052.09
6,12,13,1000,1.1684,38420.64
6,12,14,1000,1.0317,31582.68
6,12,15,1000,1.0018,30090.13
6,12,16,1000,0.9991,29956.98
6,12,17,1000,0.9076,25378.66
6,12,18,1000,0.8218,21089.82
6,12,19,1000,0.8074,20370.66
6,12,20,1000,0.7871,19355.55
6,12,21,1000,0.6564,12821.93
6,12,22,1000,0.5169,5846.39
6,12,23,1000,0.4403,2014.12
6,12,24,1000,0.4074,370.81
6,13,0,1000,0.3678,-1612.04
6,13,1,1000,0.4173,863.86
6,13,2,1000,0.492,4600.46
6,13,3,1000,0.5295,6477.32
6,13,4,1000,0.5483,7416.63
6,13,5,1000,0.6251,11255.44
6,13,6,1000,0.7288,16439.71
6,13,7,1000,0.7741,18707.01
6,13,8,1000,0.7894,19469.75
6,13,9,1000,0.9277,26384.11
6,13,10,1000,1.1186,35930.11
6,13,11,1000,1.2309,41546.4
6,13,12,1000,1.1371,36854.59
6,13,13,1000,1.0481,32403.61
6,13,14,1000,1.0073,30364.12
6,13,15,1000,1.0782,33910.08
6,13,16,1000,1.0785,33926.39
6,13,17,1000,0.9266,26331.05
6,13,18,1000,0.7714,18571.9
6,13,19,1000,0.7502,17512.13
6,13,20,1000,0.7381,16906.57
6,13,21,1000,0.6207,11034.3
6,13,22,1000,0.4902,4510.97
6,13,23,1000,0.4258,1290.98
6,13,24,1000,0.4055,275.74
6,14,0,1000,0.3617,-1914.36
6,14,1,1000,0.3973,-134.3
6,14,2,1000,0.4478,2389.79
6,14,3,1000,0.5133,5665.14
6,14,4,1000,0.581,9051.84
6,14,5,1000,0.645,12247.96
6,14,6,1000,0.6948,14742.0
6,14,7,1000,0.749,17447.63
6,14,8,1000,0.8493,22464.57
6,14,9,1000,0.9758,28790.08
6,14,10,1000,1.0516,32578.11
6,14,11,1000,1.0423,32116.67
6,14,12,1000,0.9874,29370.25
6,14,13,1000,0.9731,28654.8
6,14,14,1000,1.0447,32235.43
6,14,15,1000,1.1395,36976.89
6,14,16,1000,1.1049,35242.61
6,14,17,1000,0.9282,26409.22
6,14,18,1000,0.7599,17993.86
6,14,19,1000,0.7222,16111.6
6,14,20,1000,0.6731,13654.84
6,14,21,1000,0.5696,8478.11
6,14,22,1000,0.4911,4554.51
6,14,23,1000,0.4467,2334.13
6,14,24,1000,0.3889,-555.18
6,15,0,1000,0.3308,-3461.25
6,15,1,1000,0.3521,-2394.14
6,15,2,1000,0.3877,-616.98
6,15,3,1000,0.4884,4422.15
6,15,4,1000,0.6138,10687.89
6,15,5,1000,0.6939,14694.31
6,15,6,1000,0.7096,15477.67
6,15,7,1000,0.7714,18569.87
6,15,8,1000,0.9215,26077.11
6,15,9,1000,1.0006,30032.4
6,15,10,1000,0.9625,28125.68
6,15,11,1000,0.9172,25860.01
6,15,12,1000,0.9889,29443.42
6,15,13,1000,1.0481,32406.16
6,15,14,1000,1.0945,34726.26
6,15,15,1000,1.0661,33304.87
6,15,16,1000,0.9897,29483.46
6,15,17,1000,0.8577,22884.55
6,15,18,1000,0.7561,17807.36
6,15,19,1000,0.712,15602.32
6,15,20,1000,0.6213,11066.62
6,15,21,1000,0.5308,6539.21
6,15,22,1000,0.5063,5314.41
6,15,23,1000,0.4876,4377.76
6,15,24,1000,0.3989,-53.13
6,16,0,1000,0.3349,-3255.96
6,16,1,1000,0.3509,-2457.02
6,16,2,1000,0.3659,-1705.99
6,16,3,1000,0.4552,2758.71
6,16,4,1000,0.5794,8968.08
6,16,5,1000,0.6597,12982.61
6,16,6,1000,0.6723,13614.98
6,16,7,1000,0.7247,16233.7
6,16,8,1000,0.8354,21767.99
6,16,9,1000,0.8713,23566.65
6,16,10,1000,0.8226,21129.97
6,16,11,1000,0.8425,22125.49
6,16,12,1000,0.9888,29437.89
6,16,13,1000,1.054,32698.84
6,16,14,1000,1.0421,32106.34
6,16,15,1000,0.9459,27292.68
6,16,16,1000,0.8674,23371.94
6,16,17,1000,0.7634,18171.23
6,16,18,1000,0.6932,14661.25
6,16,19,1000,0.6572,12861.21
6,16,20,1000,0.574,8698.25
6,16,21,1000,0.4971,4853.92
6,16,22,1000,0.482,4098.28
6,16,23,1000,0.481,4047.85
6,16,24,1000,0.4181,903.12
6,17,0,1000,0.3484,-2581.22
6,17,1,1000,0.3812,-939.97
6,17,2,1000,0.3931,-346.67
6,17,3,1000,0.454,2699.55
6,17,4,1000,0.5456,7277.69
6,17,5,1000,0.6051,10253.39
6,17,6,1000,0.6406,12028.54
6,17,7,1000,0.7114,15570.9
6,17,8,1000,0.7986,19930.57
6,17,9,1000,0.7967,19835.57
6,17,10,1000,0.7474,17367.71
6,17,11,1000,0.7838,19191.63
6,17,12,1000,0.9508,27541.0
6,17,13,1000,1.0267,31334.73
6,17,14,1000,0.992,29599.36
6,17,15,1000,0.8361,21803.81
6,17,16,1000,0.734,16698.53
6,17,17,1000,0.6629,13146.28
6,17,18,1000,0.6512,12557.57
6,17,19,1000,0.6239,11196.65
6,17,20,1000,0.5733,8663.25
6,17,21,1000,0.5184,5917.87
6,17,22,1000,0.4764,3817.65
6,17,23,1000,0.4429,2146.72
6,17,24,1000,0.384,-800.56
6,18,0,1000,0.3195,-4026.37
6,18,1,1000,0.3743,-1286.12
6,18,2,1000,0.4005,26.21
6,18,3,1000,0.4355,1774.16
6,18,4,1000,0.4872,4357.86
6,18,5,1000,0.5277,6387.4
6,18,6,1000,0.5951,9757.29
6,18,7,1000,0.6957,14782.68
6,18,8,1000,0.8013,20063.77
6,18,9,1000,0.7937,19686.86
6,18,10,1000,0.7399,16996.68
6,18,11,1000,0.7132,15661.43
6,18,12,1000,0.8268,21342.13
6,18,13,1000,0.9162,25808.97
6,18,14,1000,0.9406,27032.37
6,18,15,1000,0.8043,20215.0
6,18,16,1000,0.6771,13852.8
6,18,17,1000,0.6094,10468.27
6,18,18,1000,0.6262,11311.81
6,18,19,1000,0.6009,10043.5
6,18,20,1000,0.5723,8617.0
6,18,21,1000,0.5203,6016.85
6,18,22,1000,0.4426,2129.27
6,18,23,1000,0.3702,-1491.99
6,18,24,1000,0.3152,-4237.89
6,19,0,1000,0.2731,-6347.26
6,19,1,1000,0.3241,-3796.31
6,19,2,1000,0.3465,-2675.4
6,19,3,1000,0.3701,-1493.75
6,19,4,1000,0.4094,469.6
6,19,5,1000,0.4509,2544.69
6,19,6,1000,0.5213,6063.68
6,19,7,1000,0.6159,10797.08
6,19,8,1000,0.7214,16069.12
6,19,9,1000,0.7181,15905.71
6,19,10,1000,0.6653,13262.6
6,19,11,1000,0.6188,10941.97
6,19,12,1000,0.7025,15124.65
6,19,13,1000,0.7871,19356.39
6,19,14,1000,0.8537,22684.46
6,19,15,1000,0.7708,18540.49
6,19,16,1000,0.654,12701.26
6,19,17,1000,0.5709,8543.2
6,19,18,1000,0.5649,8243.92
6,19,19,1000,0.5403,7014.48
6,19,20,1000,0.5085,5425.67
6,19,21,1000,0.4459,2294.0
6,19,22,1000,0.3693,-1534.08
6,19,23,1000,0.3151,-4244.39
6,19,24,1000,0.2954,-5228.63
6,20,0,1000,0.255,-7250.83
6,20,1,1000,0.2888,-5559.79
6,20,2,1000,0.2849,-5756.3
6,20,3,1000,0.2929,-5352.85
6,20,4,1000,0.3272,-3638.03
